ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
225269_s_at	0.801	0.0230036	2.4126788	-3.57	0.4040	RBMS1	RNA binding motif single stranded interacting protein 1
224451_x_at	0.801	0.0230727	2.4113378	-3.58	0.3050	ARHGAP9	Rho GTPase activating protein 9
210010_s_at	0.801	0.02308	2.41119775	-3.58	0.3260	SLC25A1	solute carrier family 25 member 1
236054_at	0.801	0.0230972	2.41086491	-3.58	0.1940		
224583_at	0.801	0.0231496	2.4098516	-3.58	0.3510	COTL1	coactosin like F-actin binding protein 1
1559862_at	0.801	0.0231865	-2.40913863	-3.58	-0.1670	COPA	coatomer protein complex subunit alpha
230650_at	0.801	0.0232211	-2.40847311	-3.58	-0.4580	SLCO5A1	solute carrier organic anion transporter family member 5A1
225279_s_at	0.801	0.0232465	2.40798361	-3.58	0.2850	NEPRO	nucleolus and neural progenitor protein
213003_s_at	0.801	0.0232711	-2.40751132	-3.58	-0.1750	SPIDR	scaffolding protein involved in DNA repair
214849_at	0.801	0.0232802	-2.40733602	-3.58	-0.1680	KCTD20	potassium channel tetramerization domain containing 20
210243_s_at	0.801	0.0232963	-2.40702692	-3.58	-0.5090	B4GALT3	beta-1,4-galactosyltransferase 3
219211_at	0.801	0.023298	-2.40699375	-3.58	-1.2800	USP18	ubiquitin specific peptidase 18
225520_at	0.801	0.0233057	-2.40684608	-3.58	-0.5580	LOC101928195///LOC100996643///MTHFD1L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like pseudogene///monofunctional C1-tetrahydrofolate synthase, mitochondrial-like///methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like
232049_at	0.801	0.0233515	2.40596954	-3.58	0.3460	SNX2	sorting nexin 2
203328_x_at	0.801	0.0233983	-2.40507349	-3.58	-0.5040	IDE	insulin degrading enzyme
1555062_s_at	0.801	0.0234355	-2.40436279	-3.58	-0.2120	GTPBP3	GTP binding protein 3 (mitochondrial)
206369_s_at	0.801	0.0234853	-2.40341193	-3.58	-0.5360	PIK3CG	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma
202938_x_at	0.801	0.0235075	-2.40298961	-3.58	-0.2130	RRP7BP///RRP7A	ribosomal RNA processing 7 homolog B, pseudogene///ribosomal RNA processing 7 homolog A
201926_s_at	0.801	0.0235291	-2.40257961	-3.58	-0.2760	CD55	CD55 molecule (Cromer blood group)
203414_at	0.801	0.0235451	2.40227481	-3.58	0.3590	MMD	monocyte to macrophage differentiation associated
207169_x_at	0.801	0.0236171	2.40090719	-3.59	0.2820	MIR4640///DDR1	microRNA 4640///discoidin domain receptor tyrosine kinase 1
1558906_a_at	0.801	0.0236411	2.40045229	-3.59	0.1820	OSER1-AS1	OSER1 antisense RNA 1 (head to head)
244389_at	0.801	0.0236554	2.40018146	-3.59	0.2280	TLK1	tousled like kinase 1
235089_at	0.801	0.0236577	-2.4001385	-3.59	-0.2700	FBXL20	F-box and leucine rich repeat protein 20
201663_s_at	0.801	0.0236584	-2.40012527	-3.59	-0.6550	SMC4	structural maintenance of chromosomes 4
209122_at	0.801	0.0236634	-2.40003151	-3.59	-0.3690	PLIN2	perilipin 2
219073_s_at	0.801	0.0236942	2.39944926	-3.59	0.3280	OSBPL10	oxysterol binding protein like 10
227135_at	0.801	0.0237127	2.39909842	-3.59	0.2880	NAAA	N-acylethanolamine acid amidase
240182_at	0.801	0.0237323	2.3987282	-3.59	0.7980		
216560_x_at	0.801	0.023747	-2.39845067	-3.59	-0.7960	IGLC1	immunoglobulin lambda constant 1
215121_x_at	0.801	0.0238007	-2.39743913	-3.59	-0.3190	CYAT1///IGLV1-44///IGLC1	immunoglobulin lambda light chain-like///immunoglobulin lambda variable 1-44///immunoglobulin lambda constant 1
206641_at	0.801	0.0238208	-2.39706118	-3.59	-0.9820	TNFRSF17	TNF receptor superfamily member 17
212403_at	0.801	0.0238258	2.39696831	-3.59	0.2610	UBE3B	ubiquitin protein ligase E3B
236330_at	0.801	0.0238669	2.39619522	-3.59	0.3270		
238679_at	0.801	0.0238899	-2.39576297	-3.59	-0.1870	MESDC2	mesoderm development candidate 2
241370_at	0.801	0.0239121	2.39534743	-3.59	0.3630	LOC286052	uncharacterized LOC286052
230969_at	0.801	0.023937	-2.39488145	-3.59	-0.1500	TEX38	testis expressed 38
207339_s_at	0.801	0.0239397	2.39483065	-3.59	0.2280	LTB	lymphotoxin beta
217825_s_at	0.801	0.0239615	-2.39442273	-3.59	-0.5440	UBE2J1	ubiquitin conjugating enzyme E2 J1
1566958_at	0.801	0.0239628	-2.39439849	-3.59	-0.1680		
218606_at	0.801	0.0239668	2.39432333	-3.59	0.1980	ZDHHC7	zinc finger DHHC-type containing 7
1555568_at	0.801	0.0239993	2.3937154	-3.59	0.2170	GUSBP2	glucuronidase, beta pseudogene 2
1557684_at	0.801	0.0240269	2.39320049	-3.59	0.2350	ZNF286A	zinc finger protein 286A
202580_x_at	0.801	0.024045	-2.39286324	-3.59	-0.3980	FOXM1	forkhead box M1
208873_s_at	0.801	0.0240571	2.3926372	-3.59	0.2220	REEP5	receptor accessory protein 5
210818_s_at	0.801	0.0240653	-2.39248476	-3.59	-0.1390	GRIK1-AS2///BACH1	GRIK1 antisense RNA 2///BTB domain and CNC homolog 1
203216_s_at	0.801	0.0241032	-2.39177924	-3.59	-0.1550	MYO6	myosin VI
242939_at	0.801	0.0241034	-2.3917745	-3.59	-0.3650	TFDP1	transcription factor Dp-1
224638_at	0.801	0.0241223	2.39142373	-3.6	0.2250	SPPL3	signal peptide peptidase like 3
220684_at	0.803	0.0242467	-2.38911617	-3.6	-0.1860	TBX21	T-box 21
244354_at	0.803	0.0242701	2.38868409	-3.6	0.3660	STRN	striatin
224123_at	0.803	0.0242934	-2.38825197	-3.6	-0.1430	LOC84214	uncharacterized LOC84214
237066_at	0.803	0.0243182	2.38779461	-3.6	0.2580		
37079_at	0.803	0.0243317	-2.38754517	-3.6	-0.1670	NUS1P3	NUS1 dehydrodolichyl diphosphate synthase subunit pseudogene 3
215773_x_at	0.803	0.0243671	-2.38689349	-3.6	-0.4170	PARP2	poly(ADP-ribose) polymerase 2
201540_at	0.803	0.0243779	2.38669345	-3.6	0.5970	FHL1	four and a half LIM domains 1
231997_at	0.803	0.0243961	-2.38635952	-3.6	-0.2020	TBCEL	tubulin folding cofactor E like
211931_s_at	0.803	0.0243989	-2.38630751	-3.6	-0.2430	HNRNPA3///HNRNPA3P1	heterogeneous nuclear ribonucleoprotein A3///heterogeneous nuclear ribonucleoprotein A3 pseudogene 1
226297_at	0.803	0.024455	2.38527689	-3.6	0.2690	HIPK3	homeodomain interacting protein kinase 3
219447_s_at	0.803	0.0245285	-2.38392939	-3.6	-0.1640	SLC35C2	solute carrier family 35 member C2
203834_s_at	0.803	0.0245698	-2.38317372	-3.6	-0.2160	TGOLN2	trans-golgi network protein 2
227106_at	0.803	0.0246213	-2.38223262	-3.6	-0.2950	TMEM198B	transmembrane protein 198B (pseudogene)
213628_at	0.803	0.0246227	-2.38220762	-3.6	-0.2830	CLCC1	chloride channel CLIC like 1
204240_s_at	0.803	0.0246318	-2.38204036	-3.6	-0.5240	SMC2	structural maintenance of chromosomes 2
244397_at	0.803	0.0246526	-2.38166206	-3.61	-0.2720		
221255_s_at	0.803	0.0246681	-2.38138002	-3.61	-0.3060	EMC6	ER membrane protein complex subunit 6
236854_at	0.803	0.0246889	2.38100097	-3.61	0.3430	LINC00494	long intergenic non-protein coding RNA 494
1561916_at	0.803	0.0247283	2.38028337	-3.61	0.1580		
225391_at	0.803	0.0247411	2.38005211	-3.61	0.3750	LOC93622	Morf4 family associated protein 1 like 1 pseudogene
225164_s_at	0.803	0.0247577	-2.37974913	-3.61	-0.3670	EIF2AK4	eukaryotic translation initiation factor 2 alpha kinase 4
209724_s_at	0.803	0.0247722	2.37948688	-3.61	0.3170	ZBTB14	zinc finger and BTB domain containing 14
242324_x_at	0.803	0.0247767	-2.37940421	-3.61	-0.1450	CCBE1	collagen and calcium binding EGF domains 1
214203_s_at	0.803	0.0247974	-2.37902981	-3.61	-0.2060	LOC102724788///PRODH	proline dehydrogenase 1, mitochondrial///proline dehydrogenase 1
201955_at	0.803	0.0248051	-2.37888978	-3.61	-0.3620	CCNC	cyclin C
210567_s_at	0.803	0.0248127	2.37875275	-3.61	0.2860	SKP2	S-phase kinase-associated protein 2, E3 ubiquitin protein ligase
229156_s_at	0.803	0.024823	2.37856576	-3.61	0.2200	PRKAG2-AS1	PRKAG2 antisense RNA 1
212250_at	0.803	0.0248275	-2.37848524	-3.61	-0.4350	MTDH	metadherin
202996_at	0.803	0.0248498	2.37807991	-3.61	0.2550	POLD4	DNA polymerase delta 4, accessory subunit
221025_x_at	0.803	0.0248616	-2.37786767	-3.61	-0.2380	PUS7L	pseudouridylate synthase 7 like
214529_at	0.804	0.0249472	-2.37632229	-3.61	-0.1550	TSHB	thyroid stimulating hormone beta
222494_at	0.804	0.0250092	2.37520524	-3.61	0.2330	FOXN3	forkhead box N3
226818_at	0.804	0.0250273	2.37487899	-3.61	0.4960	MPEG1	macrophage expressed 1
209536_s_at	0.804	0.025033	-2.37477762	-3.61	-0.4690	EHD4	EH domain containing 4
200689_x_at	0.804	0.0250377	2.37469277	-3.61	0.1010	MIR3654///EEF1G	microRNA 3654///eukaryotic translation elongation factor 1 gamma
225589_at	0.804	0.0250525	-2.37442761	-3.61	-0.3820	SH3RF1	SH3 domain containing ring finger 1
223078_s_at	0.804	0.0250717	2.37408191	-3.61	0.2540	TMOD3	tropomodulin 3
1558719_s_at	0.804	0.0250957	-2.37365199	-3.61	-0.3720	RPAIN	RPA interacting protein
228727_at	0.804	0.0251452	2.37276556	-3.61	0.2610	ANXA11	annexin A11
222493_s_at	0.804	0.0251715	-2.3722937	-3.61	-0.2000	ZFAND3	zinc finger AN1-type containing 3
239377_at	0.804	0.0252528	2.37084195	-3.62	0.2520	EIF1AD	eukaryotic translation initiation factor 1A domain containing
230321_at	0.804	0.0252934	2.37011943	-3.62	0.1620	TOR1AIP2	torsin 1A interacting protein 2
218076_s_at	0.804	0.0253171	2.36969753	-3.62	0.2830	ARHGAP17	Rho GTPase activating protein 17
223207_x_at	0.804	0.0253271	-2.36951991	-3.62	-0.4390	PHPT1	phosphohistidine phosphatase 1
234630_at	0.804	0.0253273	-2.36951641	-3.62	-0.1710		
220956_s_at	0.804	0.0253741	2.36868435	-3.62	0.2400	RAB4B-EGLN2///EGLN2	RAB4B-EGLN2 readthrough (NMD candidate)///egl-9 family hypoxia inducible factor 2
227553_at	0.804	0.0254078	-2.36808668	-3.62	-0.1650	PIK3R5	phosphoinositide-3-kinase regulatory subunit 5
229786_at	0.804	0.0254321	-2.3676564	-3.62	-0.1680	RWDD2A	RWD domain containing 2A
209532_at	0.804	0.0254323	-2.36765333	-3.62	-0.1190	PLAA	phospholipase A2 activating protein
219324_at	0.804	0.0254627	2.36711505	-3.62	0.2590	NOL12	nucleolar protein 12
241626_at	0.804	0.0255196	2.36610916	-3.62	0.1690	WTAP	Wilms tumor 1 associated protein
216573_at	0.804	0.0255261	-2.36599333	-3.62	-0.3100	IGLV1-44	immunoglobulin lambda variable 1-44
1555179_at	0.804	0.0255291	-2.3659405	-3.62	-0.1190	IGHV7-81	immunoglobulin heavy variable 7-81 (non-functional)
1557121_s_at	0.804	0.0255577	2.36543565	-3.62	0.3380	HEATR6	HEAT repeat containing 6
200923_at	0.804	0.0255715	-2.36519332	-3.62	-1.0000	LGALS3BP	galectin 3 binding protein
230928_at	0.804	0.0255822	-2.36500489	-3.62	-0.1400		
221879_at	0.804	0.0256004	-2.3646839	-3.62	-0.4590	CALML4	calmodulin like 4
209541_at	0.804	0.0256045	-2.36461226	-3.62	-0.9950	IGF1	insulin like growth factor 1
212313_at	0.804	0.0256111	2.36449548	-3.62	0.2750	CHMP7	charged multivesicular body protein 7
224159_x_at	0.804	0.0256156	-2.36441621	-3.62	-0.4360	TRIM4	tripartite motif containing 4
218193_s_at	0.804	0.0256193	-2.36435192	-3.62	-0.4760	GOLT1B	golgi transport 1B
227724_at	0.804	0.0256294	-2.36417287	-3.62	-0.4950	NUTM2B-AS1///NUTM2A-AS1	NUTM2B antisense RNA 1///NUTM2A antisense RNA 1
229429_x_at	0.804	0.0256778	2.36332261	-3.62	0.2980	LINC00623	long intergenic non-protein coding RNA 623
232822_x_at	0.804	0.0256802	-2.36328151	-3.62	-0.1610	LINC00629	long intergenic non-protein coding RNA 629
1559916_a_at	0.804	0.0256945	-2.36303053	-3.62	-0.2550		
222710_at	0.804	0.0257471	-2.36210772	-3.62	-0.2260	AMIGO3///GMPPB	adhesion molecule with Ig like domain 3///GDP-mannose pyrophosphorylase B
1555893_at	0.804	0.0257714	-2.3616821	-3.63	-0.1390		
204526_s_at	0.804	0.0258048	2.36109753	-3.63	0.2760	TBC1D8	TBC1 domain family member 8
203554_x_at	0.804	0.0258126	-2.36096142	-3.63	-0.7870	PTTG1	pituitary tumor-transforming 1
222327_x_at	0.804	0.0258982	-2.35946837	-3.63	-0.1610	OR7E156P	olfactory receptor family 7 subfamily E member 156 pseudogene
204759_at	0.804	0.0258984	-2.35946369	-3.63	-0.8980	RCBTB2	RCC1 and BTB domain containing protein 2
203431_s_at	0.804	0.0259041	2.35936562	-3.63	0.7840	ARHGAP32	Rho GTPase activating protein 32
218389_s_at	0.804	0.0259628	2.35834434	-3.63	0.3240	APH1A	aph-1 homolog A, gamma-secretase subunit
221484_at	0.804	0.025976	2.35811354	-3.63	0.6350	B4GALT5	beta-1,4-galactosyltransferase 5
1559406_at	0.804	0.0260697	-2.35648906	-3.63	-0.1310	ANKRD18A	ankyrin repeat domain 18A
225629_s_at	0.804	0.0260839	2.356243	-3.63	0.2600	ZBTB4	zinc finger and BTB domain containing 4
232773_at	0.804	0.0261402	-2.35526983	-3.63	-0.2930		
201206_s_at	0.804	0.0262184	-2.35392128	-3.63	-0.7190	RRBP1	ribosome binding protein 1
1561258_at	0.804	0.0262192	-2.35390678	-3.63	-0.1390		
230001_at	0.804	0.0262339	2.35365388	-3.63	0.2770	03/09	membrane associated ring-CH-type finger 9
236780_at	0.804	0.026238	2.35358257	-3.63	0.1730		
219460_s_at	0.804	0.0262462	2.35344133	-3.63	0.2030	TMEM127	transmembrane protein 127
230294_at	0.804	0.0262474	-2.35342131	-3.63	-0.1960	RALY-AS1	RALY antisense RNA 1
49452_at	0.804	0.0262734	2.35297435	-3.63	0.4980	ACACB	acetyl-CoA carboxylase beta
241033_at	0.804	0.0262895	2.35269625	-3.63	0.1590		
215537_x_at	0.804	0.0263607	2.35147574	-3.64	0.2910	DDAH2	dimethylarginine dimethylaminohydrolase 2
235745_at	0.804	0.0263818	-2.35111394	-3.64	-1.0300	ERN1	endoplasmic reticulum to nucleus signaling 1
217933_s_at	0.804	0.0263878	-2.35101099	-3.64	-0.6480	LAP3	leucine aminopeptidase 3
218949_s_at	0.804	0.0263906	2.35096188	-3.64	0.3340	QRSL1	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1
203764_at	0.804	0.0263975	-2.3508446	-3.64	-0.8560	DLGAP5	DLG associated protein 5
1554691_a_at	0.804	0.0264031	-2.35074812	-3.64	-0.1660	PACSIN2	protein kinase C and casein kinase substrate in neurons 2
204445_s_at	0.804	0.0264032	2.35074688	-3.64	0.4700	ALOX5	arachidonate 5-lipoxygenase
37384_at	0.804	0.0264788	2.34945402	-3.64	0.2060	PPM1F	protein phosphatase, Mg2+/Mn2+ dependent 1F
209231_s_at	0.804	0.0264796	-2.3494416	-3.64	-0.5070	DCTN5	dynactin subunit 5
223562_at	0.804	0.0264964	2.34915441	-3.64	0.3160	PARVG	parvin gamma
1560680_at	0.804	0.02651	-2.34892215	-3.64	-0.3920		
238601_at	0.804	0.0265201	2.3487499	-3.64	0.3700	PHKB	phosphorylase kinase regulatory subunit beta
211633_x_at	0.804	0.0265337	-2.34851864	-3.64	-0.3650		
222385_x_at	0.804	0.0265563	-2.34813335	-3.64	-1.0900	SEC61A1	Sec61 translocon alpha 1 subunit
242082_at	0.804	0.0265643	2.34799746	-3.64	0.2140	MMAB	methylmalonic aciduria (cobalamin deficiency) cblB type
228007_at	0.804	0.0265767	2.34778559	-3.64	0.3240	CEP85L	centrosomal protein 85 like
219286_s_at	0.804	0.0265773	2.34777613	-3.64	0.2630	RBM15	RNA binding motif protein 15
221812_at	0.804	0.0266199	2.34705085	-3.64	0.2000	FBXO42	F-box protein 42
244842_x_at	0.804	0.026621	-2.3470328	-3.64	-0.2430		
207608_x_at	0.804	0.0266337	-2.34681755	-3.64	-0.2170	CYP1A2	cytochrome P450 family 1 subfamily A member 2
237591_at	0.806	0.0266995	-2.34570098	-3.64	-0.5360	LINC00173	long intergenic non-protein coding RNA 173
225723_at	0.807	0.026848	-2.34319099	-3.64	-0.5600	CCDC167	coiled-coil domain containing 167
204767_s_at	0.807	0.0268639	-2.34292201	-3.64	-0.5120	FEN1	flap structure-specific endonuclease 1
227561_at	0.807	0.0268801	-2.34264944	-3.64	-0.2220	DDR2	discoidin domain receptor tyrosine kinase 2
222594_s_at	0.807	0.0269023	-2.34227635	-3.64	-0.7430	SPATS2	spermatogenesis associated serine rich 2
1554268_at	0.807	0.0269039	-2.34224944	-3.64	-0.1140	MORN1	MORN repeat containing 1
1553976_a_at	0.807	0.0269088	-2.34216735	-3.64	-0.3820	DPCD	deleted in primary ciliary dyskinesia homolog (mouse)
225206_s_at	0.807	0.0269465	-2.34153301	-3.65	-0.1990	MTRF1L	mitochondrial translational release factor 1 like
1560707_at	0.807	0.0269604	-2.3413001	-3.65	-0.1530	LOC283856	uncharacterized LOC283856
237145_at	0.807	0.0269712	-2.34111799	-3.65	-0.1390	EIF2AK4	eukaryotic translation initiation factor 2 alpha kinase 4
232209_x_at	0.807	0.0270033	-2.34057957	-3.65	-0.3790	HM13	histocompatibility minor 13
206574_s_at	0.807	0.0270209	2.34028482	-3.65	0.3020	PTP4A3	protein tyrosine phosphatase type IVA, member 3
210402_at	0.807	0.0270257	-2.34020318	-3.65	-0.1040	KCNJ1	potassium voltage-gated channel subfamily J member 1
222786_at	0.807	0.0270459	-2.33986488	-3.65	-0.4360	CHST12	carbohydrate (chondroitin 4) sulfotransferase 12
213107_at	0.807	0.0270579	-2.33966379	-3.65	-0.1500	TNIK	TRAF2 and NCK interacting kinase
238071_at	0.807	0.0270841	2.33922637	-3.65	0.3740	LCN10	lipocalin 10
214252_s_at	0.807	0.0271267	2.33851476	-3.65	0.2320	CLN5	ceroid-lipofuscinosis, neuronal 5
212599_at	0.807	0.0271408	2.33827953	-3.65	0.4750	AUTS2	autism susceptibility candidate 2
229286_at	0.807	0.027191	2.3374418	-3.65	0.2690	MAGEE1	MAGE family member E1
212399_s_at	0.807	0.027199	2.33730815	-3.65	0.2430	VGLL4	vestigial like family member 4
218894_s_at	0.807	0.0272576	-2.33633258	-3.65	-0.2230	MAGOHB	mago homolog B, exon junction complex core component
213836_s_at	0.807	0.027268	-2.33615979	-3.65	-0.8000	WIPI1	WD repeat domain, phosphoinositide interacting 1
1568923_at	0.807	0.0272875	-2.33583557	-3.65	-0.1380		
1564308_a_at	0.807	0.0272948	-2.33571455	-3.65	-0.1380	MPP7	membrane palmitoylated protein 7
204067_at	0.807	0.0273128	-2.33541613	-3.65	-0.2650	SUOX	sulfite oxidase
224461_s_at	0.807	0.027314	-2.33539555	-3.65	-0.4770	AIFM2	apoptosis inducing factor, mitochondria associated 2
208451_s_at	0.807	0.0273622	-2.33459596	-3.65	-0.1780	C4B_2///C4B///C4A	complement component 4B (Chido blood group), copy 2///complement component 4B (Chido blood group)///complement component 4A (Rodgers blood group)
203669_s_at	0.807	0.0274459	2.33321155	-3.65	0.1930	DGAT1	diacylglycerol O-acyltransferase 1
224617_at	0.807	0.0274898	2.33248598	-3.65	0.2040	PTBP3	polypyrimidine tract binding protein 3
214059_at	0.807	0.027492	-2.33245102	-3.65	-1.5100	IFI44	interferon induced protein 44
202211_at	0.807	0.0275778	-2.33103705	-3.66	-0.4040	ARFGAP3	ADP ribosylation factor GTPase activating protein 3
222258_s_at	0.807	0.0275819	2.33096891	-3.66	0.4360	SH3BP4	SH3 domain binding protein 4
241790_at	0.807	0.0276068	2.33055999	-3.66	0.2590		
38158_at	0.807	0.0276415	-2.32999006	-3.66	-0.4850	ESPL1	extra spindle pole bodies like 1, separase
213603_s_at	0.807	0.0276451	2.32993092	-3.66	0.1140	RAC2	ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)
201227_s_at	0.807	0.0276494	-2.32985992	-3.66	-0.1940	NDUFB8	NADH:ubiquinone oxidoreductase subunit B8
1570505_at	0.807	0.0276565	2.32974353	-3.66	0.4950	ABCB4	ATP binding cassette subfamily B member 4
217412_at	0.807	0.0276736	2.32946307	-3.66	0.1260		
232472_at	0.807	0.0276936	-2.32913534	-3.66	-0.7390		
239538_at	0.807	0.0277835	-2.32766359	-3.66	-0.1480	ZRANB3	zinc finger RANBP2-type containing 3
201036_s_at	0.807	0.0277955	2.32746803	-3.66	0.2390	HADH	hydroxyacyl-CoA dehydrogenase
1559689_a_at	0.807	0.0278393	2.32675269	-3.66	0.1430	GRAPL	GRB2 related adaptor protein like
210009_s_at	0.807	0.0278718	-2.32622406	-3.66	-0.4260	GOSR2	golgi SNAP receptor complex member 2
1556172_at	0.807	0.0278723	2.32621568	-3.66	0.5460	LOC105374809	uncharacterized LOC105374809
235406_x_at	0.807	0.0279037	2.32570449	-3.66	0.2200	TMEM161B-AS1	TMEM161B antisense RNA 1
1560870_a_at	0.807	0.0279279	-2.32531038	-3.66	-0.1790		
208069_x_at	0.807	0.0279332	2.32522341	-3.66	0.2640	GH2///GH1///CSHL1///CSH1	growth hormone 2///growth hormone 1///chorionic somatomammotropin hormone like 1///chorionic somatomammotropin hormone 1
222682_s_at	0.807	0.0279461	-2.3250144	-3.66	-0.4010	FAM114A2	family with sequence similarity 114 member A2
210077_s_at	0.807	0.0279558	2.3248573	-3.66	0.2500	SRSF5	serine and arginine rich splicing factor 5
205453_at	0.807	0.0279677	-2.32466361	-3.66	-0.4720	HOXB2	homeobox B2
218774_at	0.807	0.0279679	-2.3246599	-3.66	-0.6590	DCPS	decapping enzyme, scavenger
210965_x_at	0.807	0.028013	-2.32392813	-3.66	-0.2310	CDK13	cyclin dependent kinase 13
218883_s_at	0.807	0.0280579	-2.32320047	-3.66	-0.8000	CENPU	centromere protein U
237105_at	0.807	0.028121	-2.32217962	-3.66	-0.1580	LOC101927027	uncharacterized LOC101927027
219820_at	0.807	0.0281511	2.32169272	-3.66	0.3630	SLC6A16	solute carrier family 6 member 16
218065_s_at	0.807	0.0281991	2.32091827	-3.67	0.1800	TMEM9B	TMEM9 domain family member B
228455_at	0.807	0.0282046	2.32083088	-3.67	0.3540	RBM15	RNA binding motif protein 15
204881_s_at	0.807	0.0282321	2.32038648	-3.67	0.5540	UGCG	UDP-glucose ceramide glucosyltransferase
204591_at	0.807	0.0282362	2.32032187	-3.67	0.4750	CHL1	cell adhesion molecule L1 like
240651_at	0.807	0.0282421	-2.32022678	-3.67	-0.1260		
220576_at	0.807	0.0282734	-2.31972178	-3.67	-0.4070	PGAP1	post-GPI attachment to proteins 1
235635_at	0.807	0.0282795	2.31962437	-3.67	0.4090	ARHGAP5	Rho GTPase activating protein 5
203201_at	0.807	0.0282806	-2.31960639	-3.67	-0.3660	PMM2	phosphomannomutase 2
244534_at	0.807	0.0282835	2.31956066	-3.67	0.2570		
235561_at	0.807	0.0283096	2.31914037	-3.67	0.2840	TXNL1	thioredoxin like 1
208774_at	0.807	0.0283256	2.31888376	-3.67	0.2440	CSNK1D	casein kinase 1 delta
1564654_at	0.807	0.0283827	-2.31796724	-3.67	-0.1530		
208872_s_at	0.807	0.0283977	-2.31772714	-3.67	-0.4170	REEP5	receptor accessory protein 5
209360_s_at	0.807	0.0284167	2.31742283	-3.67	0.3360	LOC101928269///LOC100506403///RUNX1	uncharacterized LOC101928269///uncharacterized LOC100506403///runt related transcription factor 1
222707_s_at	0.807	0.0284208	-2.31735676	-3.67	-0.2270	ACTR8	ARP8 actin-related protein 8 homolog
242692_at	0.807	0.0284486	-2.31691266	-3.67	-0.1320	GLYCTK-AS1	GLYCTK antisense RNA 1
224896_s_at	0.807	0.0284491	2.31690403	-3.67	0.2090	TTL	tubulin tyrosine ligase
238006_at	0.807	0.0284514	2.3168681	-3.67	0.3060	SIN3A	SIN3 transcription regulator family member A
1568838_at	0.807	0.0284528	2.31684541	-3.67	0.9160	WASIR2	WASH and IL9R antisense RNA 2
213197_at	0.807	0.0284847	2.31633501	-3.67	0.1120	ASTN1	astrotactin 1
208905_at	0.807	0.0284883	-2.31627746	-3.67	-0.3090	CYCS	cytochrome c, somatic
201361_at	0.808	0.0285244	2.31570181	-3.67	0.2410	TMEM109	transmembrane protein 109
212099_at	0.808	0.0285479	-2.31532653	-3.67	-0.5530	RHOB	ras homolog family member B
235965_at	0.809	0.0286154	-2.31425285	-3.67	-0.9960	BHLHA15	basic helix-loop-helix family member a15
1552258_at	0.809	0.0286415	-2.31383715	-3.67	-0.2190	LOC101930489///LINC00152	uncharacterized LOC101930489///long intergenic non-protein coding RNA 152
209771_x_at	0.809	0.0287307	2.31242149	-3.67	0.3220	CD24	CD24 molecule
214748_at	0.809	0.0287386	-2.3122955	-3.67	-0.3370	N4BP2L2	NEDD4 binding protein 2 like 2
207901_at	0.809	0.028769	-2.31181424	-3.67	-0.1760	IL12B	interleukin 12B
243380_at	0.809	0.0288141	-2.31110139	-3.68	-0.1480		
223306_at	0.809	0.0288448	-2.31061705	-3.68	-0.3770	EBPL	emopamil binding protein like
205552_s_at	0.809	0.028848	-2.31056602	-3.68	-0.7320	OAS1	'2''-5''-oligoadenylate synthetase 1'
238432_at	0.809	0.0288751	2.31013814	-3.68	0.2160	DLGAP1-AS1	DLGAP1 antisense RNA 1
228192_at	0.809	0.0289186	2.30945182	-3.68	0.2060	MIR3934///UQCC2	microRNA 3934///ubiquinol-cytochrome c reductase complex assembly factor 2
202064_s_at	0.809	0.0289666	-2.30869569	-3.68	-0.5290	SEL1L	SEL1L ERAD E3 ligase adaptor subunit
218018_at	0.809	0.0289692	-2.30865555	-3.68	-0.5990	PDXK	pyridoxal (pyridoxine, vitamin B6) kinase
213133_s_at	0.809	0.0289703	-2.30863827	-3.68	-0.3090	LOC101060817///GCSH	glycine cleavage system H protein, mitochondrial-like///glycine cleavage system protein H
217678_at	0.809	0.0290561	-2.30729094	-3.68	-0.1510	SLC7A11	solute carrier family 7 member 11
203560_at	0.809	0.0290668	-2.30712252	-3.68	-1.0700	GGH	gamma-glutamyl hydrolase
223054_at	0.809	0.0290816	-2.30689114	-3.68	-0.6450	DNAJB11	DnaJ heat shock protein family (Hsp40) member B11
228714_at	0.809	0.0291017	-2.3065759	-3.68	-0.2210	LOC101927027	uncharacterized LOC101927027
1564203_at	0.809	0.0291259	-2.30619594	-3.68	-0.1260	LOC147004	uncharacterized LOC147004
241163_at	0.809	0.0291422	-2.30594104	-3.68	-0.1650		
218322_s_at	0.809	0.0291452	2.30589404	-3.68	0.2310	ACSL5	acyl-CoA synthetase long-chain family member 5
218916_at	0.809	0.0292073	2.30492438	-3.68	0.2970	ZNF768///ZNF747	zinc finger protein 768///zinc finger protein 747
203374_s_at	0.809	0.0292107	-2.30487109	-3.68	-0.4580	TPP2	tripeptidyl peptidase 2
