			
Gene Symbol	log2(fpkm control)	log2(fpkm case)	p_value
ADAMTS10	3.23238293450716	2.70748282579788	0.40335
SLC6A3	-5.31048398179253	-2.62872440735275	1
RNPEPL1	6.21340755479549	6.05497867825385	0.8628
CAPN10	4.54458429920044	4.2993692248262	0.68335
MYO1F	9.9057705694948	8.44821957265412	0.05645
ERVK3-1	5.68870070941681	4.56916294845965	0.0435
NLRP12	4.37670018167552	3.6993406318278	0.27905
CACNG8	-2.47129666932144	-2.14793082822334	1
ZNF787	1.81259269052816	0.587950591854095	1
TIMM29	3.46159403978792	2.9388164705278	0.60295
CARM1	5.39386920258618	4.59607642371051	0.4224
EVI5L	4.46534110640868	0.875874405163552	0.0003
SLC47A1	-0.506483826081327	-2.38966278302889	1
PSMB6	6.65682525837937	5.67008684753446	0.2089
SIGLEC10	5.81897834497545	4.82115404787585	0.25505
ZNF473	1.31293812143621	2.44304166210244	1
RPS11	11.9869548300074	11.3529758537994	0.59515
AC020909.1	5.29481554551627	5.29977216213346	0.9943
RPL13A	10.318429829943	11.2246830539836	0.3987
CTU1	-0.28521553718574	-1.59121858698792	1
NOSIP	7.25317619797387	5.47698106569825	0.0227
RCN3	3.5579614268932	3.65814291739779	0.8922
ZNF614	1.30531101924806	0.860978684295531	1
SLC2A5	2.35651852413747	1.44097876675444	1
RERE	5.20288783347014	5.34392653070305	0.8119
MMEL1	3.35490346113564	1.67105328080254	0.0876
PRDM16	-4.84851313748167	-6.92483926584701	1
FHAD1	0.166831112983072	-3.13147758169918	1
EPHA2	-0.673554692757134	-3.23842196159993	1
ARHGEF19	1.0744095275225	0.221914191726182	1
EFHD2	7.11160518714814	7.04276470287762	0.92045
PEX14	2.60763805586701	1.73719784937175	1
PGD	9.13822315479882	9.33498384154861	0.838
SH3BGRL3	10.3002495887283	9.52551297897862	0.63265
CNKSR1	1.50225421273424	-1.89135377653577	1
RPL11	8.00567507070369	7.03672310600553	0.25085
ZNF593	2.3025120798447	2.85043140296078	0.6871
C1orf216	2.06591691807822	1.77952028560255	1
KIAA0319L	5.44177560106342	5.55886761163275	0.83305
EVA1B	1.49329891384189	0.323289356591479	1
PLK4	0.147202482281891	-0.605496833323832	1
MAP3K6	2.29211029816523	2.02827916964031	1
GPN2	4.06270889641367	4.06693302789063	0.9971
SYTL1	5.36351103079238	6.78289340093345	0.17265
WDTC1	5.58112524340222	6.01297532389648	0.5714
CELA3A	7.98478869826961	8.58063921538289	0.49435
NBPF3	2.79447825181382	1.37121313194292	0.02165
HSPG2	0.386744740974218	-1.40966146682091	1
ITGB3BP	2.18092438998005	2.71090669579909	1
SERBP1	6.05545815156428	7.18348651445939	0.123
BCL10	3.42540559211095	3.95468023013472	0.45925
PRKACB	5.3786503372619	6.35824151842551	0.33575
PIGK	3.09537929889817	4.19583576404412	0.15445
TINAGL1	-5.3253542325319	-2.77993755672643	1
AZIN2	0.518353846539582	2.18642132133851	1
RPS8	9.88258497360443	9.91767640083016	0.97155
KIF2C	0.444020306186742	2.78271468575577	1
PTPRF	2.27373667825239	-0.475328473715829	1
MOB3C	6.54280128005492	6.67025967475338	0.806
LMO4	4.54241283706827	5.37900399762684	0.259
MTF2	4.09851219936795	4.3631780872822	0.66835
SLC44A3	-1.38984802043087	0.413529094682373	1
ZNF697	-1.68146449304148	-1.7254747261532	1
CTTNBP2NL	-0.820501688813792	-0.862845388330114	1
STRIP1	4.23253796900852	4.00852274434658	0.70915
PSMA5	4.30562767606985	6.58220973873882	0.01455
C1orf162	7.11154259372085	7.90671024745641	0.43245
CD53	10.02731166069	8.90210675126519	0.27335
CELSR2	-1.08389640255955	-2.64383815619942	1
ITGA10	-0.298087265629704	-1.18292036234688	1
GPR161	-3.53966548439915	-1.29012358137732	1
ALDH9A1	5.75753802178489	5.83590639405976	0.9213
ATP1B1	0.055015132500572	0.699471677996201	1
TIPRL	4.25873749831082	4.72073265658553	0.54815
NME7	3.85183897284934	3.52010790163755	0.59335
POGK	3.20491852295194	3.31117030395261	0.8541
MPC2	4.09107354318392	4.50071921041575	0.84325
CREG1	5.65359318820104	6.26554566419351	0.31255
DCAF6	4.43177671419798	5.07717462313961	0.354
GPA33	2.71776962980633	2.24930880197118	1
TBX19	0.592741661144229	0.105758523330515	1
UCK2	3.00691375359408	2.38936581162024	0.53785
TMCO1	5.64967868335711	6.46906380951852	0.3529
XCL1	1.4926992292456	1.37130236069274	1
XCL2	5.15308380816158	4.32296646154965	0.65835
POU2F1	0.960622910487068	0.987451848687937	1
MAEL	-2.76449349638948	-3.29814757652034	1
ILDR2	-2.11766841076511	-2.45418183710161	1
MGST3	4.93122918906921	5.12963746418185	0.8096
ADCY10	-0.965150427083095	-2.18841059934859	1
COP1	5.73536782666515	7.25799119678828	0.0943
UFC1	4.21755644929368	6.74860882260337	0.00775
PPOX	5.54281520634738	4.69811844197221	0.12945
FCGR2A	9.27806840631334	8.59421635107654	0.3746
NUF2	0.600031822438804	-0.424106835228	1
RGS5	0.706844363975883	1.84394365699723	1
SDHC	5.06968927922996	6.04732680240458	0.13695
PFDN2	3.05690601789425	3.59163154968376	0.56675
NR1I3	1.21007709890321	-0.268444834398175	1
USP21	4.11057204816603	3.01864663566629	0.1358
PRCC	4.910857357548	5.59189779112189	0.5644
FCRL5	3.82004617729202	3.99788851410201	0.80295
RRNAD1	4.1584501372635	1.71086042184965	0.0009
MRPL24	3.96165110776996	3.21160566407102	0.39045
PIGM	0.814648855586355	0.876699635441867	1
CASQ1	-1.16787962844668	-0.139583802131093	1
ISG20L2	4.46725991393886	4.49997341250014	0.97955
CRABP2	1.34915010294753	0.403267722339301	1
HDGF	6.29155383193093	6.24424203940063	0.95685
ABL2	1.03774768188406	0.854003628869616	1
XPR1	2.33055553184696	2.97682918264395	0.3269
RGS16	-2.15690374666223	-1.29746656474637	1
TOR1AIP1	6.42873367557842	6.41548658091863	0.9883
HMCN1	-4.59691817639331	-7.49438089149349	1
RGL1	-0.845644923552623	-1.37843054607068	1
LYPLAL1	2.95799443668994	3.69856299445306	0.44635
PRUNE1	4.44589882079483	4.70994124593631	0.7002
RORC	2.43524453538418	3.13396787082763	0.39355
TUFT1	1.15589815670552	0.976532276376273	1
SF3B4	5.31196441930328	5.03113490185794	0.704
ECM1	-0.872995436507348	-0.241915184015837	1
ZNF687	4.04357198615982	4.16122663154725	0.9153
TARS2	4.4575286297468	4.09827637267781	0.596
SNX27	3.82766661920412	4.02962073398813	0.69415
SETDB1	5.09266835695473	5.17766270753958	0.88765
ADAMTSL4	3.52332357805327	2.46780115648841	0.2793
MCL1	8.1028050805921	8.21617351606003	0.8746
CTSK	2.22530578272702	3.42106168139348	0.1038
RFX5	5.06238942860312	4.35173432259158	0.1772
PI4KB	6.61311168974972	6.42701442580244	0.8457
PIP5K1A	4.55845744986298	4.46010690415875	0.86215
ANP32E	4.57774301431252	5.42025668965525	0.24155
MINDY1	5.05766687679971	4.84003514565619	0.76735
ANXA9	1.00944750523615	2.74323919887727	0.0384
SELENBP1	8.40870337056753	8.66499830125841	0.75825
CERS2	7.24733892568045	7.12305570269056	0.8881
ENSA	7.13615036275573	7.56306658593494	0.6607
SEMA6C	0.268590093231859	-0.805287579299714	1
MRPL9	5.94643143710372	5.56646813499077	0.6222
ARNT	4.87245449658023	5.15551448424813	0.73915
POGZ	5.02394725409106	5.63160197869639	0.3587
C1orf56	2.02040263431366	1.34465808988176	1
OAZ3	1.21354636768926	1.82304821948899	1
HORMAD1	-0.709431687699116	2.05566074080698	1
GOLPH3L	4.00442948040954	4.0455041302284	0.97365
GABPB2	2.29085195861743	1.55205239128739	1
DTL	0.492540296673537	-2.01638358922475	1
DYRK3	2.71142001671951	1.71928421748109	1
EIF2D	5.16059351239516	4.47374146145972	0.50745
INTS7	3.38395307112596	2.68292606281558	0.20975
VASH2	-0.969497235528151	-1.09484321873712	1
TAF1A	0.814812894204687	1.07173521527977	1
SMYD2	3.62785193539834	3.11162229554569	0.57975
SUSD4	2.05371262377121	2.09095841148182	1
DUSP10	2.39319651187041	-0.009999267006543	1
TP53BP2	4.01138829146318	3.97105605908857	0.93545
ATP8B2	5.19254138050966	4.46557619959397	0.22145
ADAM15	4.78514248020652	5.43544524546281	0.1541
JTB	7.86665456959406	7.46448857232737	0.65485
RAB13	7.86665456959406	7.46448857232737	0.65485
S100A8	8.16264308602844	7.88426822213082	0.69095
TPM3	8.43735259748697	9.16570345644853	0.38815
NUP210L	-3.52221078372912	-4.5950027352683	1
SNAPIN	4.58222479543557	4.60182723251492	0.9893
SLC27A3	6.45863463741669	5.67674694792159	0.1941
UBAP2L	5.7693168589914	6.24130059707839	0.51115
SLC39A1	7.86665456959406	7.46448857232737	0.65485
HAX1	5.57511866734855	4.23087162689006	0.05825
CREB3L4	1.90144425332958	0.480968199904464	1
EFNA3	2.19514913535431	2.6141609267316	1
AQP10	1.02281520106824	0.265232839890917	1
KCNN3	-4.72134242956165	-3.92199141350608	1
C1orf43	6.57214084875182	6.10893002706724	0.5913
GATAD2B	3.37274319837131	3.76974000807115	0.55275
ILF2	5.73175618624834	6.71563258588906	0.3163
RIT1	4.4417556855686	5.07221301223991	0.2841
INTS3	6.45863463741669	5.67674694792159	0.1941
PKLR	-3.91890256928429	-4.41936823078483	1
HCN3	0.566630087587636	1.97699410417163	1
C1orf131	3.74918025445137	3.86626509896028	0.8786
GALNT2	2.98671309588085	3.04511790837073	0.91745
TTC13	4.13724939030987	4.83935497965465	0.32775
SCCPDH	2.85646188345998	2.804861027346	0.94055
LYST	6.84560295309494	6.77265108102966	0.9111
MAP3K21	-0.597397870852741	-2.88763347692744	1
CEP170	4.09634619899318	4.34387679962434	0.58195
ACP1	5.60695442423122	6.21341144329367	0.392
SNAP47	3.31281762421839	3.28458223916118	0.96965
SRP9	5.89284756422207	6.50370173243159	0.49115
NVL	4.150291583332	4.57195585771689	0.43095
SDE2	3.30816425775686	3.83075222998538	0.408
DEGS1	5.73028399289063	5.85500049442443	0.8572
FBXO28	3.39714579739278	2.94172608582659	0.55145
ARF1	8.06612148923893	7.77057139891315	0.69805
CNIH4	4.23760195718328	3.53905952545234	0.3879
ITPKB	4.40045595594577	4.01300659994883	0.49755
GUK1	8.9497946180959	7.51588114921797	0.05245
CDC42BPA	-1.78236724673308	-2.43409092380062	1
CNIH3	1.97084261326476	0.1838485322921	1
C1orf35	2.58305929295197	3.35240543391063	0.2979
MBOAT2	4.23722717258987	4.51840294882565	0.68935
PARP1	6.1730934449765	6.06291608095796	0.88265
PSEN2	2.52183470652565	1.75796197331292	1
PYCR2	6.03057003381011	5.12383584715054	0.1831
LBR	7.13900896082827	7.38378204041121	0.7882
EPHX1	1.63868554922973	-0.244553481676376	1
SOX13	1.52211602763876	0.586029700236275	1
ETNK2	0.583114668203555	-1.1426495506306	1
PPFIA4	1.58134160506444	-0.030324536856798	1
PLEKHA6	-4.25268788456653	-2.14059015113749	1
PTPN7	5.93003473957696	5.55464717221325	0.4935
SYT2	-2.29168384335808	-4.41874170540085	1
ARL8A	6.41028343365401	6.46693539710118	0.9578
GDF7	-2.44225369188165	-2.31319740690147	1
PDIA6	5.80018290290032	6.04277783304857	0.70625
RHOB	5.00544490282925	4.96101667620462	0.9341
ATP6V1C2	-2.59680645972875	-0.570348688529125	1
HNRNPLL	4.43866545531454	3.72317626762752	0.39755
GALM	3.47071906135082	3.19148842958524	0.666
CAMKMT	2.68886069355922	2.51798111829253	1
EML4	4.64934528768434	4.66937265327826	0.97335
CALM2	9.07891932857572	9.36332441665713	0.7731
CHAC2	0.893758266473841	0.801531183470082	1
RPS27A	10.8715587644852	12.3180738858586	0.282
WDPCP	1.75071797176579	2.91122946201417	0.0842
VPS54	3.66466487241853	3.16053784914503	0.543
ASXL2	1.88826982115878	1.90592462841472	1
ETAA1	0.31061932489149	1.12355363669033	1
SNRPG	4.84127373530873	3.428999925763	0.10855
ABHD1	-1.17855100375421	-1.84992390225876	1
MEIS1	1.75681408324821	1.90915096976205	1
CIAO1	4.43543524396048	5.21483198786656	0.1953
ZNF514	4.87591272987751	3.85398566999777	0.14285
SNRNP200	6.8624761882084	6.41483404239033	0.6309
MRPS5	4.87591272987751	3.85398566999777	0.14285
ANKRD53	-1.03980266261827	0.929412287901253	1
TPRKB	2.26082358596116	4.465027589224	0.00055
EXOC6B	1.98529275470835	2.20770235335601	1
SFXN5	4.58482423582111	3.08329337389713	0.0016
TEX261	4.94033591653019	4.56812333470971	0.76345
DQX1	-4.2979858071139	-4.1455414875954	1
DUSP11	4.13209147592808	3.54468320538365	0.5276
THNSL2	1.74704360410353	-0.21196417046579	1
RALB	6.84862294042934	6.52844629655248	0.68085
TMEM177	1.4364070659657	1.06716370567972	1
NT5DC4	-0.058988369022347	-0.690234744993844	1
RABL2A	3.45163314144754	2.92284672489214	0.29355
SLC20A1	5.28494714327597	5.54214968877384	0.70205
FBLN7	-0.174658848044585	0.282700741661539	1
ZC3H8	2.25206136074714	4.27470893921471	0.01245
LIPT1	4.46030352983813	4.6794463189334	0.703
FAHD2B	1.73347582560745	1.29696831727573	1
LYG1	1.8080348894543	1.99158624155664	1
AFF3	3.23888008157256	2.8519628691977	0.29505
UBXN4	5.07811023553674	5.61641063248739	0.35925
SPOPL	4.03638903892816	4.16753456035194	0.8148
POLR2D	2.72900234229123	4.65461311706003	0.03445
AMMECR1L	2.59768848555262	2.6435676219088	1
PKP4	3.2890332372013	3.13012860058492	0.74375
SLC4A10	0.698876321643021	1.03408891039652	1
SCRN3	2.64356069557071	2.01238631390615	1
LNPK	2.91946975706714	4.60195793670636	0.0206
CDCA7	1.28790958825302	0.897952882881769	1
UBR3	3.30893600941457	3.2941737198528	0.9834
PHOSPHO2	1.73322416676762	1.79261384206995	1
GULP1	-3.36436557908393	-6.12528076667669	1
HSPD1	6.61031028341843	6.41317262555492	0.818
CCDC150	-5.08201197380276	-3.28441935706401	1
METTL21A	3.11054699318496	3.3699689314295	0.7426
PTH2R	-1.27833161288251	-1.8266422655164	1
CPO	-4.10612775175757	-4.64344147456293	1
NBEAL1	1.492863270312	-1.04111724529692	1
KANSL1L	3.05645173770383	3.4975101790838	0.488
SPAG16	1.26978722144514	-0.132536804831458	1
SUMF1	3.59170334996617	3.85799094471423	0.73025
RHBDD1	4.01955069926964	4.38104105692282	0.59205
ACKR3	1.9419476376905	2.30460449271301	1
HES6	-1.98467942423239	1.14739788204123	1
ESPNL	-3.51852083617444	-6.23995589300024	1
ANKMY1	5.24414116953627	4.9666519490314	0.7336
COPS7B	4.98708433915753	7.16841138165446	0.00305
DIS3L2	3.97890947724149	4.28771607284403	0.63695
CPNE9	-1.89310499395545	-1.20473509105932	1
FANCD2	3.60117353387707	3.94990839795332	0.60685
TAMM41	2.61535508501282	1.63868091602243	1
VGLL4	3.59866295676236	3.1210717810452	0.3213
RAB5A	4.97993844336001	5.65447850483719	0.387
RETREG2	7.06859557877743	7.42866166236959	0.73185
CTDSP1	7.23146120983426	6.81239553875813	0.54675
CNOT9	4.49876784700523	4.74977559052141	0.70445
MARCHF4	-6.29010382417313	-3.25371131452732	1
STK11IP	4.727147180589	4.14723342234059	0.34285
GMPPA	4.62641577302569	3.13574170470072	0.06265
GRIP2	-2.44537775185349	-1.33459267473098	1
EAF1	2.03473690747696	2.60353495904353	1
CNTN4	-5.2193210213878	-2.53562448342981	1
DYNC1LI1	5.12164954990509	5.27982412589712	0.8387
RBMS3	-1.29388590549013	-1.95998572438202	1
OSBPL10	2.81850702117697	2.76451389068737	0.89835
POMGNT2	0.775876508732108	0.173511248063922	1
ACKR2	0.406482248392574	-1.15519979746112	1
GASK1A	0.406482248392574	-1.15519979746112	1
CSRNP1	3.39033751161592	4.44555456536861	0.12105
SLC25A38	5.30868851139998	5.81925176488559	0.54985
ITGA9	-1.26537924710708	-2.19726910446784	1
SLC22A14	-4.42275865292432	-3.07660281522457	1
GOLGA4	3.40333590102322	2.90229358559117	0.3169
CTDSPL	1.6085727159038	1.74008133394224	1
STAC	-5.18224905428043	-2.53393571257382	1
IQSEC1	5.28176871420262	4.48699747897928	0.20515
CAND2	-2.053254170339	-3.31930477640929	1
RPL32	10.6078203768985	9.64493780550018	0.3645
PTPRG	-2.87624376205797	-2.65090652729387	1
SHQ1	2.76466886954942	2.34412401720858	0.5924
SLC25A26	3.12741537340142	2.69932730443197	0.6717
UBA3	5.64251097102726	5.66720523435634	0.9699
ARL6IP5	7.08447889496016	7.60318122901386	0.5555
TMF1	5.98293426901519	2.8356290392204	0.05815
LRIG1	3.42494895378998	2.43484169735176	0.14405
AC073896.1	7.22188674540051	6.59816121011785	0.3234
LIMD1	2.91718730719638	0.787741699718873	0.0743
ZNF660	2.17023915415583	1.88526197438679	1
NFKBIZ	5.66796306639716	5.40443994705272	0.67435
NXPE3	5.66796306639716	5.40443994705272	0.67435
PHLDB2	2.28115815827597	3.31965839383028	0.04395
ABHD10	3.87510179767468	3.97106525862971	0.89005
RABL3	3.34258318949978	3.95245471784293	0.46295
ADPRH	2.3990398094353	2.92211790793399	0.40405
IGSF11	-2.89646879012201	-4.54420750953831	1
ATG3	6.34448411185396	5.88149087862187	0.57645
NR1I2	-0.335648236937271	-4.16715307497061	1
SRPRB	4.33554756862125	5.20000206602187	0.2371
TMEM108	-3.35306467086313	-1.62698106062313	1
MED12L	0.159848737742008	-3.02323459206803	1
EIF2A	6.79243893006464	7.12003046691988	0.785
OSBPL11	3.83852827229408	3.80341304529375	0.9528
TRPC1	0.266600664632945	0.723471188952643	1
NCEH1	1.38654610624919	0.455207525084113	1
LPP	1.90985373155156	3.11945080410583	0.0036
TMEM44	1.05225589499027	-2.04743383178647	1
RUBCN	4.01305127884748	3.68296650175308	0.633
AMT	4.52018335113765	5.35131383592563	0.04625
TCTA	4.81089548182097	3.51549800453224	0.33895
NICN1	4.52018335113765	5.35131383592563	0.04625
UCN2	4.81452991592386	3.99486932025042	0.08695
DCAF1	3.03263690406705	3.02694874663043	0.9955
MANF	4.92646916710148	3.31475162250525	0.1928
EAF2	1.0716665779432	2.33722583118577	1
ILDR1	-2.1078965702467	-3.31400066527923	1
TM4SF19	6.50951058495627	5.95989068382398	0.45905
MUC4	-2.34717854043055	-1.70491178338899	1
EIF2B5	5.37174702795461	5.10041004240317	0.72315
ECE2	0.337733923916619	-0.517944771924322	1
DGKQ	3.56247445809632	2.16614018015141	0.1112
FIP1L1	5.70333053327767	3.92798176168865	0.01875
SLC26A1	-3.06195062996178	-0.481243312299313	1
LYAR	3.52962107882625	4.95387981353505	0.161
CENPC	2.64440084859705	2.41971416157266	1
CORIN	-1.15208645156667	-5.38578355951179	1
ATP10D	4.07713188662339	3.88431462874864	0.83965
OCIAD2	4.52169779381852	3.2135914692841	0.1298
SLC10A4	-1.4465726476085	-5.17084342483967	1
SCD5	-0.136752940535474	-2.58834814742692	1
PLAC8	8.28818781348772	8.34401177999271	0.95545
ENOPH1	2.71657173883976	2.60467390264614	1
TRMT10A	0.618868228745767	0.800951654867877	1
KLHL8	2.4506596496243	3.34251207839211	0.14125
SNCA	8.83902737791818	9.24346439779689	0.637
PYURF	5.88726448979298	6.56688667825785	0.3099
TBCK	4.06401193747923	4.15403225902458	0.87145
CAMK2D	3.37226958073043	2.95022203380476	0.49945
CISD2	5.23765931358139	5.04294195010357	0.83235
DDIT4L	-0.991157465073824	-4.81138740280755	1
TIFA	3.17330815890066	4.01922152909525	0.6018
SPATA5	-0.183600175353594	-0.307517452048473	1
CCNA2	0.123202658695433	0.515046299214684	1
METTL14	4.75644690705177	3.45817198959259	0.24005
USP53	1.91708798828537	2.50814718544667	1
SETD7	1.43424123325194	0.823031909833496	1
NAF1	2.09486098970912	1.51358170072699	1
MARCHF1	4.20655727230343	4.73050953691102	0.389
SFRP2	1.19802889591147	0.700173349852637	1
RPS3A	8.69630338603413	6.42692723576158	0.0318
RNF175	1.10303429150466	1.55801777389036	1
PDGFC	1.51559640201362	1.18422315685068	1
CBR4	2.07351864081155	2.43854303898759	1
CYP4V2	2.58578219949372	2.31982022100503	1
ROPN1L	3.13177878036353	2.14483604531321	0.3173
NDUFS6	4.0962618530584	3.8668585360677	0.8581
MARCHF6	7.04553034063498	6.49880772969937	0.48655
SRD5A1	1.20566776245414	1.52498137129962	1
MYO10	-3.14012583972842	-5.26849418702289	1
OTULINL	2.62685027539968	3.58242352910699	0.27865
RPL37	9.66391739905203	5.63142736795699	0.00755
SKP2	2.56467326281249	2.55636810114025	1
PLK2	-1.98794342215512	1.61018978505224	1
GZMA	6.58372215163153	5.99555235560742	0.43695
PIK3R1	4.93602539966154	4.78152233543621	0.7903
LHFPL2	2.10536966216175	2.2557998158813	1
SSBP2	4.99829480915621	5.2147465226824	0.759
IQGAP2	5.61384985937605	5.8456681814216	0.7571
CRHBP	1.36876834909033	1.269721405202	1
RASA1	3.09272501021097	3.42904011020227	0.74595
LIX1	-1.8997758443209	0.923232867671648	1
GIN1	0.794403388933634	1.80195326490979	1
PPIP5K2	6.03794003823677	4.22329897333279	0.0799
PAM	4.4308806967445	4.35672837775691	0.88815
BDP1	2.19410912114612	2.65472881625239	1
GTF2H2	-0.020783859823403	1.54633887675812	1
SLC30A5	5.24089815917838	5.05822556656734	0.8434
BTF3	8.29356820846202	8.36453741500096	0.9428
FBXL17	2.81963548748764	4.20652601587743	0.18235
SPATA9	-0.560089681692339	-0.545883079495611	1
TNFAIP8	5.93960272035604	5.85970622241003	0.92375
FEM1C	2.41673977643362	2.84058811096748	0.43435
COMMD10	2.64984075480015	3.83454942427816	0.1429
ATG12	4.42960926954564	4.63661882075293	0.79715
YIPF5	5.11934372564785	4.77461840593973	0.704
ARHGAP26	6.45562477115923	7.12149207487649	0.36475
DDX46	5.51089231389018	5.84618739407217	0.6053
RNF145	5.85371376531874	5.71176745115108	0.85695
FBXO38	5.33182343011096	6.13966799111251	0.22605
PCYOX1L	3.77518753304709	2.05303833076697	0.01915
TNIP1	7.32126069408262	6.48822898662385	0.2542
G3BP1	6.3109835180058	4.65019012349678	0.0572
ZNF300	-0.455119002589595	-0.944804345757875	1
N4BP3	-0.689766922023159	-1.59060580507247	1
NHP2	5.05644913645118	4.81161488183774	0.86285
RMND5B	4.10784685826687	3.8942066100961	0.7951
BOD1	3.75886811850936	3.93233524224413	0.8017
KCNMB1	-0.49524131887604	0.174674861394579	1
FAM50B	1.98894639290586	-1.26076020355674	1
MYLK4	-3.57900781984096	-1.92546716228138	1
TBC1D7	2.84829543339052	3.04533112960131	0.64295
FARS2	3.07502597313428	2.34503579851646	0.3909
GFOD1	1.67813952985774	1.20100646605609	1
CDKAL1	2.62513954190488	1.47878029558176	1
PSD2	-4.11596012017052	-1.71185645525937	1
ZMAT2	6.47435329521225	6.9038095585787	0.62205
KLHL3	1.63873188048444	1.58939437824929	1
TRIM7	0.969181809619532	1.39871154619723	1
TRIM41	3.07734726577771	3.21230941244699	0.8713
HIGD2A	6.81244688295946	6.38674370648921	0.7093
FAM193B	6.04770632697794	5.74900053268219	0.6467
PLA2G7	1.76530135034588	1.06370311098466	1
TNFRSF21	-0.701902450501596	-2.71666134836381	1
RNF44	4.83265713932914	4.99344340338059	0.76705
MMUT	1.6939931361681	2.11530963310914	1
DOK3	6.03799053850797	5.77889978978812	0.7143
ABT1	2.68819378935489	2.82365766067536	0.83105
PPP1R18	8.88244130247519	8.3698197855078	0.6992
DAAM2	0.532905389064246	2.29079594141495	1
PRIM2	2.21339394496932	3.16117825007981	0.16525
LGSN	-1.51580204783134	-0.509631142118342	1
FGD2	5.17407079469229	4.54144049736798	0.3159
SCUBE3	-3.32976876948356	-5.87237622822701	1
ANO7	-3.1971103208145	-1.50638135626826	1
CRIP3	4.08719973757682	2.8123811620543	0.00875
TCTE1	-5.33736061751509	0.580184084443205	1
RPL7L1	4.80897704170729	5.14691177616859	0.56025
NFKBIE	5.70480834728315	5.7851110853072	0.933
TPBG	-3.76221310337688	-5.96856414909457	1
IRAK1BP1	-0.034726219613309	0.07334039743396	1
PHIP	2.74172583929714	2.79755674024235	0.9245
MMS22L	2.50865429368804	1.37170939684936	1
FAXC	-2.97111405544076	-6.39098037569613	1
PNRC1	6.95607989151391	6.83083841051644	0.8859
PM20D2	1.82835942604264	1.83104623650195	1
RARS2	3.23842919805354	2.86027554198908	0.52425
SCML4	4.14485398746566	3.3894153759005	0.192
TBC1D32	1.49212493858238	1.80561026756877	1
RNF217	0.501933334835289	0.222730384586164	1
ARHGAP18	2.67433409381283	3.00275471925606	0.767
ABRACL	4.06778497506073	3.2869639229978	0.3687
SLC18B1	3.64145354567194	3.17229068366069	0.47045
MTFR2	1.29401193179004	-0.055280958993739	1
SHPRH	1.40140656390949	2.35055665095104	1
AIG1	3.3345110701291	3.42500268344776	0.89
DYNLT1	5.43902466065849	6.44516055691855	0.17835
TIAM2	3.53635135799548	3.88094994614728	0.43195
TMEM181	3.19279542598178	3.84220449497451	0.2241
WTAP	5.24729334757896	5.56559412961993	0.70195
ZMYM4	2.41835998430037	2.05710017037012	1
ARMT1	4.12559324724024	4.88714992624991	0.2991
SLC22A3	-3.29750911856559	-6.14166818409656	1
VWDE	-3.63773054546155	-1.46121950382201	1
GNA12	4.40772663401428	3.80529245560071	0.36055
C7orf50	4.2284724021298	4.98897546843489	0.31305
SDK1	-2.8414044484991	-5.78493625603498	1
CCZ1B	2.2630794893494	3.73200864413847	0.0047
C7orf26	3.8758783359503	4.14522093708563	0.69905
RBAK	4.11108140509689	4.02168403551669	0.87565
CREB5	4.33781811301339	4.64041269852282	0.58245
CDCA5	0.771978516344339	2.02578716206039	1
IGFBP3	0.836166523635819	-1.25375259709582	1
PURB	2.77348791755041	2.90084362809178	0.8131
MDH2	6.66820424027506	5.32146275069589	0.1261
POMZP3	2.80376639606763	0.902019537547887	0.0554
NIPSNAP2	4.85328210494499	5.0444946673271	0.76085
CCT6A	7.79857548348772	7.22282387720559	0.39265
PSPH	2.14161262611036	0.38244592109257	1
ZNF92	1.85586216061808	2.58403647427132	1
ATXN7L1	2.09122252351389	1.97484131202325	1
TMEM168	3.30408605588345	3.57978355900252	0.74645
MAP11	4.81440173720675	5.99374681165975	0.11715
SLC12A9	6.54619377259624	6.69165978111602	0.8479
GIGYF1	5.08497841918874	4.24230524811957	0.26815
TRIM4	3.88687201092	3.77343727794104	0.84475
MEPCE	5.24644229193935	4.74500600901141	0.5525
TMEM209	2.90467676550867	2.59860102952455	0.6205
AGBL3	0.259615980836638	1.77148841306448	1
ZC3HAV1L	-1.21243380401836	-0.485181878347865	1
TMEM140	6.07863971975996	5.29144516522964	0.3464
TLK2	5.16997709782261	3.79046970736972	0.03785
EPHA1	3.64435239152698	2.50672633335288	0.24585
NOM1	1.97907416114545	2.37871414122729	1
CNPY1	2.16313479232062	0.53916377521146	1
NCAPG2	1.96094534309314	1.85434281001894	1
RAB19	1.17951741977198	0.323589123005861	1
LUC7L2	5.37609586203262	5.30040198408573	0.90845
CLTRN	-4.25839201929567	-4.77859851453987	1
SH3KBP1	6.52098947132901	5.9582882212621	0.3929
LANCL3	-1.39042656788988	-1.8372743471538	1
CASK	3.88946380771391	2.73910064490665	0.081
KDM6A	5.34508406993689	4.58153805022176	0.23835
MSN	8.6117588721894	8.71603060669904	0.9103
AKAP4	-5.47668455258589	-2.43033004049947	1
HDAC8	3.29959195317584	4.09640523821358	0.6025
SLC16A2	-3.29047643415747	-6.42265963983018	1
ZNF157	-3.55770085281459	-2.95123929333033	1
ZNF182	2.53998757971457	1.48992821940518	1
CHST7	1.14632937343578	2.52321315805158	1
KRBOX4	2.18592678846182	2.22296835388318	1
NDUFB11	3.95532210392427	5.46504718604421	0.45825
ZNF41	1.72362408738936	0.880622840611742	1
RAB41	-3.84227948177707	-4.39485085433128	1
